order_id,order_date,customer_id,customer_type,region,sales_channel,product,category,quantity,unit_price,unit_cost,discount_pct,shipping_cost,payment_method,status,gross_sales,discount_amount,net_sales,total_cost,profit
10013,2026-02-25,C1290,Unknown,CZ-West,Sales Rep,Docking Station,Accessories,6.0,4110.0,2780.0,0.0,291.0,Invoice,Completed,24660.0,0.0,24660.0,16680.0,7689.0
10014,2026-05-28,C1005,B2C,CZ-East,Partner,Docking Station,Accessories,2.0,4309.0,2726.0,0.0,118.0,Bank Transfer,Completed,8618.0,0.0,8618.0,5452.0,3048.0
10015,2026-05-12,C1175,B2B,CZ-East,Online,Keyboard,Accessories,1.0,1873.0,940.0,0.0,351.0,Card,Completed,1873.0,0.0,1873.0,940.0,582.0
10016,2026-05-23,C1134,B2B,SK-West,Sales Rep,Monitor 27,Electronics,1.0,7337.0,5067.0,0.15,265.0,Card,Completed,7337.0,1100.55,6236.45,5067.0,904.4499999999998
10017,2026-07-21,C1144,B2B,SK-East,Online,Monitor 27,Electronics,3.0,8049.0,5374.0,0.05,728.0,Bank Transfer,Completed,24147.0,1207.3500000000001,22939.65,16122.0,6089.6500000000015
10018,2026-06-19,C1109,B2C,CZ-West,Partner,Office Chair,Furniture,2.0,5898.0,3835.0,0.0,300.0,Bank Transfer,Completed,11796.0,0.0,11796.0,7670.0,3826.0
10019,2026-04-27,C1032,B2B,CZ-West,Sales Rep,Keyboard,Accessories,3.0,1845.0,978.0,0.1,338.0,Invoice,Cancelled,5535.0,553.5,4981.5,2934.0,1709.5
10020,2026-02-19,C1288,B2B,CZ-Central,Partner,Monitor 34,Electronics,1.0,13295.0,10634.0,0.15,437.0,Bank Transfer,Completed,13295.0,1994.25,11300.75,10634.0,229.75
10021,2026-04-19,C1076,B2C,SK-East,Online,Desk 140,Furniture,7.0,8550.0,6209.0,0.0,148.0,Invoice,Completed,59850.0,0.0,59850.0,43463.0,16239.0
10022,2026-06-27,C1100,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,7.0,5560.0,3540.0,0.0,351.0,Invoice,Completed,38920.0,0.0,38920.0,24780.0,13789.0
10023,2026-06-06,C1078,B2C,CZ-West,Partner,Bookshelf,Furniture,3.0,5189.0,3308.0,0.0,561.0,Card,Completed,15567.0,0.0,15567.0,9924.0,5082.0
10024,2026-06-01,C1149,B2C,CZ-East,Online,Executive Chair,Furniture,7.0,12903.0,7328.0,0.1,265.0,Invoice,Completed,90321.0,9032.1,81288.9,51296.0,29727.899999999994
10025,2026-02-18,C1039,B2C,CZ-East,Sales Rep,Monitor 27,Electronics,2.0,8205.0,4774.0,0.05,202.0,Card,Cancelled,16410.0,820.5,15589.5,9548.0,5839.5
10026,2026-01-06,C1024,B2B,SK-East,Online,Printer,Office,6.0,6351.0,4706.0,0.0,388.0,Card,Completed,38106.0,0.0,38106.0,28236.0,9482.0
10027,2026-05-20,C1286,B2B,SK-West,Partner,Office Chair,Furniture,3.0,6143.0,3791.0,0.0,354.0,Card,Returned,18429.0,0.0,18429.0,11373.0,6702.0
10028,2026-06-07,C1129,B2B,SK-West,Partner,Monitor 27,Electronics,3.0,9093.0,5590.0,0.2,280.0,Invoice,Completed,27279.0,5455.8,21823.2,16770.0,4773.200000000001
10029,2026-01-23,C1248,B2C,SK-East,Partner,Desk 140,Furniture,3.0,8551.0,5576.0,0.35,171.0,Bank Transfer,Completed,25653.0,8978.55,16674.45,16728.0,-224.54999999999927
10030,2026-01-25,C1159,B2B,CZ-Central,Online,Docking Station,Accessories,3.0,4483.0,2690.0,0.15,115.0,Invoice,Returned,13449.0,2017.35,11431.65,8070.0,3246.6499999999996
10031,2026-06-21,C1031,B2B,CZ-Central,Partner,Printer,Office,,6415.0,4631.0,0.0,,Card,Cancelled,,,,,
10032,2026-05-06,C1212,B2B,CZ-West,Online,Paper Shredder,Office,2.0,3128.0,1890.0,0.0,287.0,Invoice,Completed,6256.0,0.0,6256.0,3780.0,2189.0
10033,2026-05-05,C1204,B2C,SK-East,Sales Rep,Docking Station,Accessories,4.0,4239.0,2738.0,0.05,320.0,Card,Completed,16956.0,847.8000000000001,16108.2,10952.0,4836.200000000001
10034,2026-07-06,C1002,B2B,SK-East,Sales Rep,Monitor 27,Electronics,2.0,8892.0,5527.0,0.0,213.0,Invoice,Completed,17784.0,0.0,17784.0,11054.0,6517.0
10035,2026-06-25,C1015,B2B,SK-East,Online,Laptop Air 13,Electronics,1.0,22531.0,15256.0,0.15,384.0,Invoice,Completed,22531.0,3379.65,19151.35,15256.0,3511.3499999999985
10036,2026-05-12,C1290,B2C,SK-East,Sales Rep,Bookshelf,Furniture,5.0,5502.0,3486.0,0.05,341.0,Invoice,Completed,27510.0,1375.5,26134.5,17430.0,8363.5
10037,2026-05-15,C1079,B2B,CZ-Central,Sales Rep,Desk 180,Furniture,,12612.0,8275.0,0.0,562.0,Bank Transfer,Returned,,,,,
10038,2026-04-02,C1256,B2B,SK-West,Online,Keyboard,Accessories,3.0,1780.0,967.0,,402.0,Bank Transfer,Completed,5340.0,,,2901.0,
10039,2026-06-28,C1195,B2B,SK-West,Online,Webcam,Accessories,4.0,2519.0,1285.0,0.05,222.0,Card,Completed,10076.0,503.8,9572.2,5140.0,4210.200000000001
10040,2026-04-16,C1174,B2B,CZ-East,Partner,Desk 180,Furniture,7.0,12954.0,9317.0,0.0,575.0,Invoice,Completed,90678.0,0.0,90678.0,65219.0,24884.0
10041,2026-07-21,C1240,B2B,CZ-Central,Partner,Webcam,Accessories,2.0,2618.0,1333.0,0.1,178.0,Bank Transfer,Completed,5236.0,523.6,4712.4,2666.0,1868.3999999999996
10042,2026-04-20,C1203,B2C,SK-West,Partner,Laptop Air 13,Electronics,5.0,21043.0,17158.0,0.05,0.0,Invoice,Returned,105215.0,5260.75,99954.25,85790.0,14164.25
10043,2026-04-14,C1179,B2B,SK-West,Partner,Office Chair,Furniture,2.0,5980.0,3992.0,0.0,527.0,Bank Transfer,Cancelled,11960.0,0.0,11960.0,7984.0,3449.0
10045,2026-02-01,C1280,B2C,Unknown,Sales Rep,Webcam,Accessories,1.0,2248.0,1293.0,0.1,216.0,Invoice,Completed,2248.0,224.8,2023.2,1293.0,514.2
10046,2026-01-30,C1081,B2C,SK-East,Sales Rep,Office Chair,Furniture,3.0,6694.0,4034.0,0.2,398.0,Card,Completed,20082.0,4016.4,16065.6,12102.0,3565.6000000000004
10047,2026-05-04,C1205,B2C,CZ-East,Online,Office Chair,Furniture,1.0,6240.0,4104.0,0.15,145.0,Bank Transfer,Completed,6240.0,936.0,5304.0,4104.0,1055.0
10048,2026-04-19,C1205,B2B,SK-West,Partner,Keyboard,Accessories,7.0,1931.0,925.0,0.2,328.0,Card,Completed,13517.0,2703.4,10813.6,6475.0,4010.6000000000004
10049,2026-07-29,C1199,B2B,CZ-Central,Sales Rep,Desk 140,Furniture,1.0,8974.0,6285.0,0.15,394.0,Card,Cancelled,8974.0,1346.1,7627.9,6285.0,948.8999999999996
10050,2026-06-19,C1046,B2B,SK-East,Sales Rep,Bookshelf,Furniture,2.0,5468.0,3573.0,0.0,304.0,Invoice,Returned,10936.0,0.0,10936.0,7146.0,3486.0
10051,2026-02-20,C1254,B2C,SK-West,Partner,Webcam,Accessories,3.0,2302.0,1339.0,0.15,348.0,Invoice,Completed,6906.0,1035.8999999999999,5870.1,4017.0,1505.1000000000004
10052,2026-04-06,C1243,B2C,CZ-West,Online,Laptop Pro 14,Electronics,2.0,31247.0,21479.0,0.15,237.0,Card,Completed,62494.0,9374.1,53119.9,42958.0,9924.900000000001
10053,2026-05-30,C1294,B2B,SK-East,Sales Rep,Laptop Air 13,Electronics,4.0,20084.0,16658.0,,386.0,Invoice,Completed,80336.0,,,66632.0,
10054,2026-03-19,C1076,B2C,SK-East,Sales Rep,Monitor 27,Electronics,1.0,7647.0,4977.0,0.0,380.0,Bank Transfer,Completed,7647.0,0.0,7647.0,4977.0,2290.0
10055,2026-07-18,C1090,B2B,CZ-West,Sales Rep,Monitor 34,Electronics,4.0,6971.0,10218.0,0.05,476.0,Bank Transfer,Returned,27884.0,1394.2,26489.8,40872.0,-14858.2
10056,2026-07-11,C1184,B2B,SK-West,Sales Rep,Docking Station,Accessories,4.0,4723.0,2707.0,0.0,471.0,Bank Transfer,Completed,18892.0,0.0,18892.0,10828.0,7593.0
10057,2026-03-28,C1122,B2B,CZ-East,Sales Rep,Webcam,Accessories,2.0,2171.0,1192.0,0.0,256.0,Bank Transfer,Completed,4342.0,0.0,4342.0,2384.0,1702.0
10058,2026-01-21,C1184,B2B,CZ-Central,Partner,Monitor 34,Electronics,5.0,14190.0,9640.0,0.05,346.0,Bank Transfer,Completed,70950.0,3547.5,67402.5,48200.0,18856.5
10059,2026-04-01,C1187,B2B,SK-East,Partner,Monitor 27,Electronics,4.0,9131.0,5246.0,0.1,333.0,Bank Transfer,Returned,36524.0,3652.4,32871.6,20984.0,11554.599999999999
10060,2026-02-26,C1016,B2B,SK-East,Partner,Office Chair,Furniture,6.0,6360.0,3767.0,0.05,406.0,Invoice,Completed,38160.0,1908.0,36252.0,22602.0,13244.0
10061,2026-02-28,C1100,B2B,SK-East,Partner,Laptop Air 13,Electronics,4.0,21494.0,17014.0,0.1,273.0,Invoice,Completed,85976.0,8597.6,77378.4,68056.0,9049.399999999994
10062,2026-05-29,C1022,B2C,CZ-East,Partner,Mouse,Accessories,2.0,1053.0,489.0,0.0,244.0,Bank Transfer,Completed,2106.0,0.0,2106.0,978.0,884.0
10063,2026-05-25,C1211,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,2.0,5500.0,3514.0,0.0,431.0,Card,Returned,11000.0,0.0,11000.0,7028.0,3541.0
10064,2026-03-29,C1195,B2B,CZ-East,Sales Rep,Monitor 27,Electronics,6.0,8672.0,4998.0,0.15,507.0,Invoice,Completed,52032.0,7804.799999999999,44227.2,29988.0,13732.199999999997
10065,2026-01-17,C1226,B2B,SK-East,Partner,Keyboard,Accessories,6.0,1929.0,1041.0,0.0,188.0,Card,Completed,11574.0,0.0,11574.0,6246.0,5140.0
10066,2026-02-10,C1080,B2B,SK-East,Partner,Monitor 34,Electronics,3.0,13451.0,10250.0,0.05,210.0,Invoice,Completed,40353.0,2017.65,38335.35,30750.0,7375.3499999999985
10067,2026-05-17,C1201,B2C,CZ-Central,Partner,Executive Chair,Furniture,3.0,11786.0,7662.0,0.0,419.0,Invoice,Completed,35358.0,0.0,35358.0,22986.0,11953.0
10068,2026-04-22,C1036,B2C,CZ-Central,Sales Rep,Office Chair,Furniture,6.0,6957.0,3886.0,0.15,215.0,Bank Transfer,Completed,41742.0,6261.3,35480.7,23316.0,11949.699999999997
10069,2026-04-22,C1031,B2B,CZ-Central,Online,Printer,Office,4.0,6871.0,4763.0,0.05,213.0,Card,Completed,27484.0,1374.2,26109.8,19052.0,6844.799999999999
10070,2026-05-08,C1124,Unknown,CZ-West,Partner,Laptop Pro 14,Electronics,7.0,29851.0,21561.0,0.05,310.0,Bank Transfer,Completed,208957.0,10447.85,198509.15,150927.0,47272.149999999994
10071,2026-07-26,C1186,B2B,SK-East,Sales Rep,Desk 180,Furniture,6.0,13866.0,8810.0,0.15,0.0,Invoice,Completed,83196.0,12479.4,70716.6,52860.0,17856.600000000006
10072,2026-01-16,C1125,B2C,CZ-West,Partner,Paper Shredder,Office,1.0,3583.0,1811.0,0.05,353.0,Card,Completed,3583.0,179.15,3403.85,1811.0,1239.85
10073,2026-06-04,C1224,B2C,CZ-East,Partner,Printer,Office,7.0,6724.0,4389.0,0.0,261.0,Invoice,Cancelled,47068.0,0.0,47068.0,30723.0,16084.0
10074,2026-03-10,C1162,B2C,CZ-Central,Partner,Docking Station,Accessories,7.0,4330.0,2638.0,0.0,232.0,Bank Transfer,Returned,30310.0,0.0,30310.0,18466.0,11612.0
10075,2026-01-08,C1111,B2C,SK-West,Online,Monitor 34,Electronics,1.0,14349.0,9395.0,0.1,121.0,Invoice,Returned,14349.0,1434.9,12914.1,9395.0,3398.1000000000004
10076,2026-03-24,C1133,B2B,SK-East,Sales Rep,Bookshelf,Furniture,6.0,5681.0,3414.0,0.05,258.0,Card,Returned,34086.0,1704.3000000000002,32381.7,20484.0,11639.7
10077,2026-01-07,C1120,B2C,CZ-Central,Partner,Office Chair,Furniture,6.0,6047.0,4113.0,0.0,0.0,Invoice,Cancelled,36282.0,0.0,36282.0,24678.0,11604.0
10078,2026-05-30,C1203,B2B,SK-West,Sales Rep,Keyboard,Accessories,5.0,1865.0,969.0,0.15,164.0,Bank Transfer,Returned,9325.0,1398.75,7926.25,4845.0,2917.25
10079,2026-06-19,C1299,B2B,SK-East,Partner,Docking Station,Accessories,4.0,4243.0,2664.0,0.0,406.0,Invoice,Returned,16972.0,0.0,16972.0,10656.0,5910.0
10080,2026-01-13,C1024,B2B,CZ-Central,Online,Executive Chair,Furniture,3.0,11621.0,8162.0,0.0,554.0,Bank Transfer,Completed,34863.0,0.0,34863.0,24486.0,9823.0
10081,2026-04-06,C1190,B2C,CZ-East,Partner,Keyboard,Accessories,7.0,2038.0,967.0,0.2,,Card,Completed,14266.0,2853.2000000000003,11412.8,6769.0,
10082,2026-03-23,C1064,B2C,SK-West,Sales Rep,Paper Shredder,Office,2.0,2890.0,1937.0,0.3,0.0,Card,Completed,5780.0,1734.0,4046.0,3874.0,172.0
10083,2026-02-20,C1096,B2C,SK-West,Sales Rep,Printer,Office,3.0,7045.0,5148.0,0.05,374.0,Bank Transfer,Cancelled,21135.0,1056.75,20078.25,15444.0,4260.25
10084,2026-07-19,C1095,Unknown,CZ-East,Sales Rep,Office Chair,Furniture,7.0,6006.0,3832.0,0.0,431.0,Card,Cancelled,42042.0,0.0,42042.0,26824.0,14787.0
10085,2026-04-18,C1129,B2B,CZ-Central,Sales Rep,Bookshelf,Furniture,7.0,5920.0,3185.0,0.35,210.0,Card,Cancelled,41440.0,14503.999999999998,26936.0,22295.0,4431.0
10086,2026-02-25,C1233,B2B,SK-East,Partner,Docking Station,Accessories,4.0,4480.0,2674.0,0.3,312.0,Unknown,Completed,17920.0,5376.0,12544.0,10696.0,1536.0
10087,2026-03-05,C1118,B2B,CZ-West,Online,Webcam,Accessories,4.0,2493.0,1299.0,0.0,175.0,Bank Transfer,Completed,9972.0,0.0,9972.0,5196.0,4601.0
10088,2026-01-07,C1068,B2B,CZ-East,Online,Office Chair,Furniture,3.0,6455.0,3845.0,0.15,307.0,Invoice,Completed,19365.0,2904.75,16460.25,11535.0,4618.25
10089,2026-05-24,C1068,B2C,SK-West,Online,Printer,Office,3.0,7017.0,4844.0,0.0,163.0,Card,Completed,21051.0,0.0,21051.0,14532.0,6356.0
10090,2026-03-08,C1046,B2B,SK-West,Sales Rep,Laptop Pro 14,Electronics,1.0,29382.0,21535.0,0.0,433.0,Bank Transfer,Completed,29382.0,0.0,29382.0,21535.0,7414.0
10091,2026-04-30,C1177,B2B,CZ-West,Partner,Laptop Air 13,Electronics,2.0,19456.0,16465.0,0.15,572.0,Invoice,Cancelled,38912.0,5836.8,33075.2,32930.0,-426.8000000000029
10092,2026-03-03,C1023,B2B,SK-West,Partner,Printer,Office,2.0,6776.0,4509.0,0.05,570.0,Card,Completed,13552.0,677.6,12874.4,9018.0,3286.3999999999996
10093,2026-06-17,C1180,B2C,CZ-West,Partner,Executive Chair,Furniture,1.0,12792.0,7793.0,0.0,409.0,Bank Transfer,Completed,12792.0,0.0,12792.0,7793.0,4590.0
10094,2026-05-28,C1037,B2C,CZ-West,Sales Rep,Laptop Pro 14,Electronics,2.0,26681.0,22840.0,0.1,510.0,Card,Completed,53362.0,5336.200000000001,48025.8,45680.0,1835.800000000003
10095,2026-01-31,C1207,B2C,CZ-West,Sales Rep,Bookshelf,Furniture,5.0,5733.0,3508.0,0.2,313.0,Invoice,Completed,28665.0,5733.0,22932.0,17540.0,5079.0
10096,2026-03-23,C1054,B2B,SK-West,Online,Executive Chair,Furniture,1.0,12078.0,7613.0,0.05,168.0,Bank Transfer,Completed,12078.0,603.9,11474.1,7613.0,3693.1000000000004
10097,2026-03-03,C1199,B2C,SK-East,Partner,Laptop Air 13,Electronics,3.0,6971.0,16320.0,0.05,468.0,Card,Completed,20913.0,1045.65,19867.35,48960.0,-29560.65
10098,2026-02-08,C1080,B2C,SK-West,Partner,Desk 140,Furniture,4.0,9084.0,6193.0,0.1,474.0,Card,Completed,36336.0,3633.6000000000004,32702.4,24772.0,7456.4000000000015
10099,2026-04-19,C1003,B2C,SK-East,Sales Rep,Paper Shredder,Office,7.0,3089.0,1919.0,0.0,232.0,Bank Transfer,Completed,21623.0,0.0,21623.0,13433.0,7958.0
10100,2026-04-09,C1102,B2B,SK-East,Partner,Desk 180,Furniture,2.0,12018.0,8729.0,0.0,157.0,Bank Transfer,Cancelled,24036.0,0.0,24036.0,17458.0,6421.0
10101,2026-03-21,C1155,B2B,CZ-West,Partner,Desk 140,Furniture,3.0,9548.0,5448.0,0.1,539.0,Invoice,Returned,28644.0,2864.4,25779.6,16344.0,8896.599999999999
10102,2026-06-30,C1063,B2C,SK-East,Sales Rep,Printer,Office,6.0,6765.0,4968.0,0.35,273.0,Invoice,Returned,40590.0,14206.5,26383.5,29808.0,-3697.5
10103,2026-07-06,C1118,B2B,SK-West,Sales Rep,Paper Shredder,Office,5.0,3270.0,2142.0,0.05,221.0,Invoice,Completed,16350.0,817.5,15532.5,10710.0,4601.5
10104,2026-01-15,C1092,B2C,CZ-West,Sales Rep,Office Chair,Furniture,2.0,6212.0,3943.0,0.0,367.0,Card,Cancelled,12424.0,0.0,12424.0,7886.0,4171.0
10105,2026-02-21,C1029,B2C,CZ-West,Sales Rep,Desk 180,Furniture,2.0,12855.0,8930.0,0.0,436.0,Bank Transfer,Completed,25710.0,0.0,25710.0,17860.0,7414.0
10106,2026-04-06,C1202,B2B,SK-East,Online,Office Chair,Furniture,2.0,6304.0,4691.0,0.2,329.0,Card,Completed,12608.0,2521.6000000000004,10086.4,9382.0,375.39999999999964
10107,2026-03-03,C1229,B2B,SK-East,Sales Rep,Monitor 27,Electronics,3.0,7887.0,5247.0,0.2,164.0,Card,Completed,23661.0,4732.2,18928.8,15741.0,3023.7999999999993
10108,2026-07-17,C1120,B2C,CZ-East,Online,Monitor 27,Electronics,3.0,7696.0,4680.0,0.15,203.0,Card,Completed,23088.0,3463.2,19624.8,14040.0,5381.799999999999
10109,2026-02-03,C1255,B2C,CZ-East,Online,Docking Station,Accessories,1.0,4030.0,2607.0,0.0,,Invoice,Completed,4030.0,0.0,4030.0,2607.0,
10110,2026-01-10,C1115,B2B,CZ-West,Partner,Bookshelf,Furniture,2.0,5391.0,3788.0,0.15,141.0,Bank Transfer,Completed,10782.0,1617.3,9164.7,7576.0,1447.7000000000007
10111,2026-03-28,C1134,B2C,CZ-East,Partner,Desk 140,Furniture,1.0,8568.0,6341.0,0.15,521.0,Card,Completed,8568.0,1285.2,7282.8,6341.0,420.8000000000002
10112,2026-03-04,C1084,B2B,CZ-East,Sales Rep,Monitor 34,Electronics,2.0,13177.0,9847.0,0.1,297.0,Bank Transfer,Completed,26354.0,2635.4,23718.6,19694.0,3727.5999999999985
10113,2026-04-02,C1039,B2B,CZ-West,Sales Rep,Printer,Office,3.0,6902.0,4784.0,0.05,551.0,Bank Transfer,Cancelled,20706.0,1035.3,19670.7,14352.0,4767.700000000001
10114,2026-02-04,C1274,B2C,CZ-West,Sales Rep,Monitor 34,Electronics,2.0,14684.0,10139.0,0.15,444.0,Invoice,Completed,29368.0,4405.2,24962.8,20278.0,4240.799999999999
10115,2026-04-22,C1056,B2C,CZ-West,Partner,Office Chair,Furniture,5.0,5110.0,3960.0,0.1,79.0,Invoice,Returned,25550.0,2555.0,22995.0,19800.0,3116.0
10116,2026-04-28,C1191,B2C,SK-East,Online,Mouse,Accessories,1.0,1190.0,510.0,0.05,320.0,Card,Cancelled,1190.0,59.5,1130.5,510.0,300.5
10117,2026-04-02,C1191,B2B,CZ-East,Partner,Office Chair,Furniture,3.0,6187.0,3687.0,,,Card,Completed,18561.0,,,11061.0,
10118,2026-06-15,C1215,B2B,CZ-Central,Sales Rep,Monitor 27,Electronics,5.0,8006.0,5328.0,0.0,174.0,Unknown,Completed,40030.0,0.0,40030.0,26640.0,13216.0
10119,2026-04-10,C1285,B2C,CZ-West,Partner,Laptop Air 13,Electronics,5.0,19889.0,16551.0,0.1,372.0,Bank Transfer,Completed,99445.0,9944.5,89500.5,82755.0,6373.5
10120,2026-06-06,C1108,B2C,SK-West,Sales Rep,Paper Shredder,Office,6.0,3316.0,1877.0,0.05,442.0,Invoice,Returned,19896.0,994.8000000000001,18901.2,11262.0,7197.200000000001
10121,2026-03-26,C1168,B2B,SK-West,Sales Rep,Mouse,Accessories,7.0,1151.0,523.0,0.15,435.0,Bank Transfer,Returned,8057.0,1208.55,6848.45,3661.0,2752.45
10122,2026-04-08,C1219,B2C,CZ-Central,Online,Docking Station,Accessories,4.0,4201.0,2737.0,0.1,268.0,Invoice,Completed,16804.0,1680.4,15123.6,10948.0,3907.6000000000004
10123,2026-02-11,C1233,B2C,CZ-Central,Partner,Printer,Office,2.0,6215.0,4504.0,0.1,327.0,Card,Completed,12430.0,1243.0,11187.0,9008.0,1852.0
10124,2026-03-01,C1230,B2C,CZ-East,Sales Rep,Keyboard,Accessories,5.0,1936.0,996.0,0.05,25.0,Invoice,Completed,9680.0,484.0,9196.0,4980.0,4191.0
10125,2026-05-12,C1096,B2C,CZ-East,Partner,Keyboard,Accessories,1.0,2035.0,988.0,0.1,388.0,Invoice,Cancelled,2035.0,203.5,1831.5,988.0,455.5
10126,2026-03-18,C1211,B2B,CZ-East,Sales Rep,Desk 140,Furniture,4.0,9330.0,6265.0,0.0,456.0,Invoice,Completed,37320.0,0.0,37320.0,25060.0,11804.0
10127,2026-02-21,C1273,B2C,SK-West,Online,Printer,Office,3.0,7125.0,4520.0,0.2,146.0,Invoice,Completed,21375.0,4275.0,17100.0,13560.0,3394.0
10128,2026-05-12,C1138,B2C,CZ-Central,Sales Rep,Office Chair,Furniture,4.0,6748.0,3923.0,0.0,337.0,Card,Completed,26992.0,0.0,26992.0,15692.0,10963.0
10129,2026-06-21,C1258,B2B,SK-East,Online,Desk 140,Furniture,3.0,8556.0,6085.0,0.0,384.0,Card,Returned,25668.0,0.0,25668.0,18255.0,7029.0
10130,2026-05-08,C1007,B2B,CZ-East,Sales Rep,Bookshelf,Furniture,1.0,5523.0,3277.0,0.0,352.0,Invoice,Cancelled,5523.0,0.0,5523.0,3277.0,1894.0
10131,2026-07-25,C1020,B2B,SK-West,Sales Rep,Keyboard,Accessories,5.0,1883.0,997.0,0.0,335.0,Card,Returned,9415.0,0.0,9415.0,4985.0,4095.0
10132,2026-05-01,C1238,B2C,CZ-West,Partner,Printer,Office,2.0,6785.0,4588.0,0.05,431.0,Card,Cancelled,13570.0,678.5,12891.5,9176.0,3284.5
10133,2026-04-19,C1028,B2B,CZ-East,Online,Laptop Pro 14,Electronics,1.0,29758.0,22233.0,0.0,478.0,Card,Completed,29758.0,0.0,29758.0,22233.0,7047.0
10134,2026-06-10,C1118,B2B,Unknown,Partner,Desk 180,Furniture,3.0,13442.0,8417.0,0.15,502.0,Invoice,Returned,40326.0,6048.9,34277.1,25251.0,8524.099999999999
10135,2026-04-14,C1267,B2B,CZ-East,Online,Monitor 27,Electronics,2.0,7948.0,5216.0,0.0,269.0,Card,Completed,15896.0,0.0,15896.0,10432.0,5195.0
10136,2026-02-17,C1224,B2C,CZ-Central,Online,Laptop Pro 14,Electronics,1.0,27600.0,21198.0,0.0,282.0,Card,Completed,27600.0,0.0,27600.0,21198.0,6120.0
10137,2026-06-30,C1246,B2C,SK-West,Sales Rep,Laptop Pro 14,Electronics,2.0,28444.0,20813.0,0.3,297.0,Card,Completed,56888.0,17066.399999999998,39821.600000000006,41626.0,-2101.399999999994
10138,2026-02-12,C1187,B2B,SK-West,Partner,Bookshelf,Furniture,4.0,5601.0,3741.0,0.0,40.0,Invoice,Completed,22404.0,0.0,22404.0,14964.0,7400.0
10139,2026-01-19,C1052,B2C,CZ-West,Partner,Bookshelf,Furniture,3.0,5942.0,3644.0,0.0,455.0,Bank Transfer,Completed,17826.0,0.0,17826.0,10932.0,6439.0
10140,2026-07-12,C1185,B2B,CZ-East,Sales Rep,Docking Station,Accessories,3.0,4200.0,2859.0,0.15,122.0,Invoice,Completed,12600.0,1890.0,10710.0,8577.0,2011.0
10141,2026-06-04,C1169,B2C,CZ-West,Partner,Monitor 34,Electronics,1.0,13182.0,10763.0,0.1,262.0,Bank Transfer,Completed,13182.0,1318.2,11863.8,10763.0,838.7999999999993
10142,2026-05-11,C1047,B2B,SK-West,Online,Office Chair,Furniture,2.0,5829.0,3887.0,0.15,213.0,Card,Completed,11658.0,1748.7,9909.3,7774.0,1922.2999999999993
10143,2026-03-08,C1169,B2C,SK-East,Partner,Monitor 27,Electronics,4.0,7521.0,5332.0,0.0,127.0,Bank Transfer,Returned,30084.0,0.0,30084.0,21328.0,8629.0
10144,2026-06-26,C1102,B2B,CZ-East,Sales Rep,Monitor 27,Electronics,7.0,8626.0,5410.0,0.2,425.0,Bank Transfer,Completed,60382.0,12076.400000000001,48305.6,37870.0,10010.599999999999
